"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MoSold","YrSold","SalePrice"
76,180,"RM",21,1596,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",4,5,1973,1973,"Gable","CompShg","None",0,"TA","TA",462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,0,1,297,"TA","TA","Y",120,101,0,0,0,0,NA,11,2009,NA
77,20,"RL",NA,8475,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,7,1956,1956,"Gable","CompShg","None",0,"TA","TA",952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,0,1,283,"TA","TA","Y",0,0,0,0,0,0,NA,4,2008,135750
78,50,"RM",50,8635,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1948,2001,"Gable","CompShg","None",0,"TA","TA",672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,0,1,240,"TA","TA","Y",0,0,0,0,0,0,NA,1,2008,127000
79,90,"RL",72,10778,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Duplex",4,5,1968,1968,"Hip","CompShg","None",0,"TA","TA",1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,0,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,4,2010,136500
80,50,"RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,6,1910,1981,"Gable","CompShg","None",0,"TA","TA",440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,0,2,440,"TA","TA","Y",74,0,128,0,0,0,NA,5,2009,110000
81,60,"RL",100,13000,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,6,1968,1968,"Gable","CompShg","BrkFace",576,"TA","Gd",896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,1,1,509,"TA","TA","Y",0,72,0,0,252,0,NA,6,2009,193500
82,120,"RM",32,4500,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Norm","TwnhsE",6,5,1998,1998,"Hip","CompShg","BrkFace",443,"TA","Gd",1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,0,2,405,"TA","TA","Y",0,199,0,0,0,0,NA,3,2006,153500
83,20,"RL",78,10206,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2007,2007,"Gable","CompShg","Stone",468,"TA","TA",1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,1,3,758,"TA","TA","Y",144,99,0,0,0,0,NA,10,2008,245000
84,20,"RL",80,8892,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1960,1960,"Gable","CompShg","BrkCmn",66,"TA","TA",1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,0,2,461,"TA","TA","Y",74,0,0,0,0,0,NA,7,2007,126500
85,80,"RL",NA,8530,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1995,1996,"Gable","CompShg","BrkFace",22,"TA","TA",384,"GasA","Gd","Y","SBrkr",804,670,0,1474,0,0,2,1,3,1,"TA",7,1,2,400,"TA","TA","Y",120,72,0,0,0,0,NA,5,2009,NA
86,60,"RL",121,16059,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",8,5,1991,1992,"Hip","CompShg","BrkFace",284,"Gd","TA",1288,"GasA","Ex","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,1,2,462,"TA","TA","Y",127,82,0,0,0,0,NA,4,2006,260000
87,60,"RL",122,11911,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,2005,2005,"Gable","CompShg","None",0,"Gd","TA",684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,1,2,400,"TA","TA","Y",100,38,0,0,0,0,NA,3,2009,NA
88,160,"FV",40,3951,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Norm","TwnhsE",6,5,2009,2009,"Gable","CompShg","Stone",76,"Gd","TA",612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,0,2,528,"TA","TA","Y",0,234,0,0,0,0,NA,6,2009,164500
89,50,"C (all)",105,8470,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Feedr","1Fam",3,2,1915,1982,"Hip","CompShg","None",0,"Fa","Fa",1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,0,0,0,NA,NA,"N",0,0,156,0,0,0,NA,10,2009,85000
90,20,"RL",60,8070,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,5,1994,1995,"Gable","CompShg","None",0,"TA","TA",990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,0,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,8,2007,123600
91,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,5,1950,1950,"Gable","CompShg","None",0,"TA","TA",0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,0,2,420,"TA","TA","Y",0,29,0,0,0,0,NA,7,2006,109900
92,20,"RL",85,8500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,3,1961,1961,"Hip","CompShg","BrkCmn",203,"TA","TA",1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,0,2,480,"TA","TA","Y",0,0,0,0,0,0,NA,12,2006,98600
93,30,"RL",80,13360,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Norm","1Fam",5,7,1921,2006,"Gable","CompShg","None",0,"TA","Gd",876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,0,2,432,"TA","TA","Y",0,0,44,0,0,0,NA,8,2009,163500
94,190,"C (all)",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","2fmCon",6,6,1910,1998,"Hip","CompShg","None",0,"TA","TA",1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,1,2,506,"TA","TA","Y",0,0,0,0,99,0,NA,11,2007,133900
95,60,"RL",69,9337,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1997,1997,"Gable","CompShg","None",0,"TA","Gd",824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,0,2,684,"TA","TA","Y",0,162,0,0,0,0,NA,5,2007,NA
96,60,"RL",NA,9765,"Pave",NA,"IR2","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,8,1993,1993,"Gable","CompShg","BrkFace",68,"Ex","Gd",680,"GasA","Gd","Y","SBrkr",680,790,0,1470,0,0,2,1,3,1,"TA",6,1,2,420,"TA","TA","Y",232,63,0,0,0,0,NA,4,2009,185000
97,20,"RL",78,10264,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1999,1999,"Gable","CompShg","BrkFace",183,"Gd","TA",1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,0,2,472,"TA","TA","Y",158,29,0,0,0,0,NA,8,2006,214000
98,20,"RL",73,10921,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","Norm","1Fam",4,5,1965,1965,"Hip","CompShg","BrkFace",48,"TA","TA",960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,0,1,432,"TA","TA","P",120,0,0,0,0,0,NA,5,2007,94750
99,30,"RL",85,10625,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,5,1920,1950,"Gable","CompShg","None",0,"TA","TA",458,"GasA","Fa","N","SBrkr",835,0,0,835,0,0,1,0,2,1,"TA",5,0,1,366,"Fa","TA","Y",0,0,77,0,0,0,NA,5,2010,83000
100,20,"RL",77,9320,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,5,1959,1959,"Gable","CompShg","None",0,"TA","TA",950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,0,0,0,NA,NA,"Y",352,0,0,0,0,0,NA,1,2010,128950
101,20,"RL",NA,10603,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,7,1977,2001,"Gable","CompShg","BrkFace",28,"TA","TA",1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,2,2,480,"TA","TA","Y",168,68,0,0,0,0,NA,2,2010,205000
102,60,"RL",77,9206,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1985,1985,"Gable","CompShg","BrkFace",336,"Gd","TA",741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,1,2,476,"TA","TA","Y",192,46,0,0,0,0,NA,6,2010,178000
103,90,"RL",64,7018,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Norm","Duplex",5,5,1979,1979,"Gable","CompShg","None",0,"TA","Fa",0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,0,2,410,"TA","TA","Y",0,0,0,0,0,0,NA,6,2009,118964
104,20,"RL",94,10402,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,5,2009,2009,"Gable","CompShg","None",0,"TA","TA",1226,"GasA","Ex","Y","SBrkr",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,0,3,740,"TA","TA","Y",0,36,0,0,0,0,NA,5,2010,198900
105,50,"RM",NA,7758,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,4,1931,1950,"Gable","CompShg","BrkFace",600,"TA","Fa",1040,"GasA","Ex","Y","FuseF",1226,592,0,1818,0,0,1,1,4,1,"TA",7,2,1,240,"TA","TA","Y",0,0,0,0,184,0,NA,6,2007,169500
106,60,"FV",75,9375,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2003,2004,"Hip","CompShg","BrkFace",768,"Gd","TA",1053,"GasA","Ex","Y","SBrkr",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,1,2,648,"TA","TA","Y",140,45,0,0,0,0,NA,8,2008,250000
107,30,"RM",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,7,1885,1995,"Mansard","CompShg","None",0,"TA","TA",641,"GasA","Gd","Y","SBrkr",1047,0,0,1047,0,0,1,0,2,1,"TA",6,0,1,273,"Fa","Fa","N",0,0,0,0,0,0,NA,8,2007,NA
108,20,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1948,1950,"Gable","CompShg","None",0,"TA","TA",789,"GasA","Ex","Y","SBrkr",789,0,0,789,0,0,1,0,2,1,"TA",5,0,1,250,"TA","TA","Y",0,0,0,0,0,0,NA,4,2008,115000
109,50,"RM",85,8500,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Artery","1Fam",5,7,1919,2005,"Gable","CompShg","None",0,"TA","TA",793,"GasW","TA","N","FuseF",997,520,0,1517,0,0,2,0,3,1,"Fa",7,0,0,0,NA,NA,"N",0,0,144,0,0,0,NA,8,2007,115000
110,20,"RL",105,11751,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1977,1977,"Hip","CompShg","BrkFace",480,"TA","TA",1844,"GasA","Ex","Y","SBrkr",1844,0,0,1844,0,0,2,0,3,1,"TA",7,1,2,546,"TA","TA","Y",0,122,0,0,0,0,NA,1,2010,190000
111,50,"RL",75,9525,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,4,1954,1972,"Gable","CompShg","None",0,"TA","TA",994,"GasA","Gd","Y","SBrkr",1216,639,0,1855,0,0,2,0,4,1,"TA",7,0,1,325,"TA","TA","Y",182,0,0,0,0,0,NA,10,2006,136900
112,80,"RL",NA,7750,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2000,2000,"Gable","CompShg","None",0,"TA","TA",384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2,1,3,1,"TA",7,1,2,400,"TA","TA","Y",180,0,0,0,0,0,NA,4,2010,180000
113,60,"RL",77,9965,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2007,2007,"Gable","CompShg","Stone",220,"Gd","TA",1264,"GasA","Ex","Y","SBrkr",1282,1414,0,2696,1,0,2,1,4,1,"Ex",10,1,3,792,"TA","TA","Y",120,184,0,0,168,0,NA,10,2007,383970
114,20,"RL",NA,21000,"Pave",NA,"Reg","Bnk","AllPub","Corner","Gtl","Norm","1Fam",6,5,1953,1953,"Hip","CompShg","BrkFace",184,"TA","Gd",1809,"GasA","TA","Y","SBrkr",2259,0,0,2259,1,0,2,0,3,1,"Gd",7,2,2,450,"TA","TA","Y",166,120,192,0,0,0,NA,10,2007,NA
115,70,"RL",61,7259,"Pave",NA,"IR1","Lvl","AllPub","Inside","Mod","Norm","1Fam",6,8,1945,2002,"Gambrel","CompShg","None",0,"TA","TA",1028,"GasA","Ex","Y","SBrkr",1436,884,0,2320,1,0,2,1,3,1,"Gd",9,1,1,180,"TA","TA","Y",224,0,0,0,0,0,NA,7,2007,259500
116,160,"FV",34,3230,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Norm","TwnhsE",6,5,1999,1999,"Gable","CompShg","BrkFace",1129,"TA","TA",729,"GasA","Gd","Y","SBrkr",729,729,0,1458,0,0,2,1,2,1,"TA",5,1,2,440,"TA","TA","Y",0,32,0,0,0,0,NA,6,2007,176000
117,20,"RL",NA,11616,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1962,1962,"Gable","CompShg","BrkFace",116,"TA","TA",1092,"GasA","TA","Y","SBrkr",1092,0,0,1092,0,1,1,0,3,1,"TA",6,1,1,288,"TA","TA","Y",0,20,144,0,0,0,NA,9,2009,NA
118,20,"RL",74,8536,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,5,2006,2007,"Gable","CompShg","None",0,"TA","TA",1125,"GasA","Gd","Y","SBrkr",1125,0,0,1125,0,0,1,1,2,1,"TA",5,0,2,430,"TA","TA","Y",80,64,0,0,0,0,NA,4,2007,155000
119,60,"RL",90,12376,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,5,1990,1990,"Hip","CompShg","None",0,"TA","TA",1673,"GasA","Gd","Y","SBrkr",1699,1523,0,3222,1,0,3,0,5,1,"Gd",11,2,3,594,"TA","TA","Y",367,0,0,0,0,0,NA,5,2010,320000
120,60,"RL",65,8461,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,2005,2006,"Gable","CompShg","None",0,"Gd","TA",728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,1,2,390,"TA","TA","Y",0,24,0,0,0,0,NA,7,2006,163990
121,80,"RL",NA,21453,"Pave",NA,"IR1","Low","AllPub","CulDSac","Sev","Norm","1Fam",6,5,1969,1969,"Flat","Metal","None",0,"TA","TA",938,"GasA","Ex","Y","SBrkr",988,0,0,988,1,0,1,0,1,1,"TA",4,2,2,540,"TA","TA","Y",0,130,0,130,0,0,NA,10,2006,180000
122,50,"RM",50,6060,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",4,5,1939,1950,"Gable","CompShg","None",0,"TA","TA",732,"GasA","Gd","Y","SBrkr",772,351,0,1123,0,0,1,0,3,1,"TA",4,0,1,264,"TA","TA","P",0,0,140,0,0,0,NA,6,2007,100000
123,20,"RL",75,9464,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,7,1958,1958,"Hip","CompShg","BrkFace",135,"TA","Gd",1080,"GasA","Gd","Y","SBrkr",1080,0,0,1080,0,0,1,0,3,1,"TA",5,0,1,288,"TA","TA","Y",0,0,0,0,130,0,NA,6,2008,136000
124,120,"RL",55,7892,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,1993,1993,"Gable","CompShg","None",0,"Gd","TA",1199,"GasA","Ex","Y","SBrkr",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,0,2,530,"TA","TA","Y",0,63,0,0,0,0,NA,3,2008,153900
125,20,"RL",48,17043,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",6,5,1979,1998,"Gable","CompShg","None",0,"TA","Gd",1362,"GasA","TA","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"TA",7,1,2,435,"TA","TA","Y",192,0,0,0,0,0,NA,1,2009,181000
126,190,"RM",60,6780,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","2fmCon",6,8,1935,1982,"Gable","CompShg","None",0,"TA","Fa",520,"GasA","Gd","N","SBrkr",520,0,234,754,1,0,1,0,2,1,"TA",5,0,0,0,NA,NA,"N",53,0,0,0,0,0,NA,6,2006,84500
127,120,"RL",NA,4928,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,1976,1976,"Gable","CompShg","None",0,"TA","TA",1078,"GasA","TA","Y","SBrkr",958,0,0,958,0,0,2,0,2,1,"TA",5,1,2,440,"TA","TA","Y",0,205,0,0,0,0,NA,2,2007,128000
128,45,"RM",55,4388,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","Feedr","1Fam",5,7,1930,1950,"Gable","CompShg","None",0,"TA","Gd",672,"GasA","Ex","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"TA",5,1,0,0,NA,NA,"N",0,0,0,0,0,0,NA,6,2007,87000
129,60,"RL",69,7590,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","PosN","1Fam",6,5,1966,1966,"Gable","CompShg","BrkFace",266,"TA","TA",660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,1,2,453,"TA","TA","Y",188,108,0,0,0,0,NA,7,2006,155000
130,20,"RL",69,8973,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1958,1991,"Gable","CompShg","BrkFace",85,"TA","TA",1008,"GasA","TA","Y","FuseA",1053,0,0,1053,0,1,1,1,3,1,"Ex",6,0,2,750,"TA","TA","Y",0,80,0,180,0,0,NA,7,2006,NA
131,60,"RL",88,14200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,6,1966,1966,"Gable","CompShg","BrkFace",309,"TA","TA",924,"GasA","Ex","Y","SBrkr",1216,941,0,2157,0,0,2,1,4,1,"Gd",8,2,2,487,"TA","TA","Y",105,66,0,0,0,0,NA,5,2006,226000
132,60,"RL",NA,12224,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,5,2000,2000,"Gable","CompShg","BrkFace",40,"Gd","TA",992,"GasA","Ex","Y","SBrkr",1022,1032,0,2054,1,0,2,1,3,1,"Gd",7,1,2,390,"TA","TA","Y",24,48,0,0,0,0,NA,7,2009,244000
133,20,"RL",75,7388,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,6,1959,2002,"Gable","CompShg","None",0,"TA","TA",1063,"GasA","Gd","Y","SBrkr",1327,0,0,1327,1,0,1,0,3,1,"Gd",7,0,2,624,"TA","TA","Y",0,0,0,0,0,0,NA,7,2007,150750
134,20,"RL",NA,6853,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2001,2002,"Gable","CompShg","BrkFace",136,"Gd","TA",1267,"GasA","Ex","Y","SBrkr",1296,0,0,1296,1,0,2,0,2,1,"Gd",6,0,2,471,"TA","TA","Y",192,25,0,0,0,0,NA,6,2009,NA
135,20,"RL",78,10335,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1968,1993,"Gable","CompShg","None",0,"TA","TA",1461,"GasA","Gd","Y","SBrkr",1721,0,0,1721,0,0,2,1,3,1,"TA",7,1,2,440,"TA","TA","Y",0,96,180,0,0,0,NA,7,2006,180000
136,20,"RL",80,10400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,6,1970,1970,"Hip","CompShg","BrkFace",288,"TA","TA",1304,"GasA","Gd","Y","SBrkr",1682,0,0,1682,0,0,2,0,3,1,"TA",7,1,2,530,"TA","TA","Y",98,0,0,0,0,0,NA,5,2008,174000
137,20,"RL",NA,10355,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,5,1967,1967,"Gable","CompShg","BrkFace",196,"TA","TA",1214,"GasA","TA","Y","SBrkr",1214,0,0,1214,0,0,2,0,3,1,"TA",5,1,1,318,"TA","TA","Y",0,111,0,0,0,0,NA,7,2007,143000
138,90,"RL",82,11070,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Duplex",7,5,1988,1989,"Gable","CompShg","BrkFace",70,"TA","TA",1907,"GasA","Gd","Y","SBrkr",1959,0,0,1959,0,0,3,0,5,2,"TA",9,0,3,766,"TA","TA","Y",0,0,0,0,0,0,NA,7,2006,171000
139,60,"RL",73,9066,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,1999,2000,"Gable","CompShg","BrkFace",320,"Gd","TA",1004,"GasA","Ex","Y","SBrkr",1004,848,0,1852,0,0,2,1,3,1,"Gd",7,2,3,660,"TA","TA","Y",224,106,0,0,0,0,NA,12,2008,NA
140,60,"RL",65,15426,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1997,1997,"Gable","CompShg","None",0,"TA","TA",928,"GasA","Ex","Y","SBrkr",928,836,0,1764,1,0,2,1,3,1,"Gd",7,0,2,470,"TA","TA","Y",276,99,0,0,0,0,NA,8,2009,231500
141,20,"RL",70,10500,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Norm","1Fam",4,5,1971,1971,"Gable","CompShg","None",0,"TA","TA",864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,1,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,4,2010,115000
142,20,"RL",78,11645,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2005,2005,"Gable","CompShg","None",0,"Gd","TA",1734,"GasA","Ex","Y","SBrkr",1734,0,0,1734,1,0,2,0,3,1,"Gd",7,0,2,660,"TA","TA","Y",160,24,0,0,0,0,NA,1,2006,260000
143,50,"RL",71,8520,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Artery","1Fam",5,4,1952,1952,"Gable","CompShg","None",0,"TA","Fa",910,"GasA","Fa","Y","SBrkr",910,475,0,1385,0,0,2,0,4,1,"TA",6,0,2,720,"TA","TA","Y",0,0,0,0,0,0,NA,6,2010,166000
144,20,"RL",78,10335,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1999,1999,"Gable","CompShg","BrkFace",183,"Gd","TA",1490,"GasA","Ex","Y","SBrkr",1501,0,0,1501,1,0,2,0,3,1,"Gd",6,0,2,577,"TA","TA","Y",144,29,0,0,0,0,NA,6,2009,204000
145,90,"RM",70,9100,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","RRAe","Duplex",5,5,1963,1963,"Gable","CompShg","BrkFace",336,"TA","TA",1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,1,0,2,0,6,2,"TA",10,0,2,504,"TA","TA","Y",0,0,0,0,0,0,NA,11,2006,125000
146,160,"RM",24,2522,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",6,5,2004,2006,"Gable","CompShg","Stone",50,"Gd","TA",970,"GasA","Ex","Y","SBrkr",970,739,0,1709,0,0,2,0,3,1,"Gd",7,0,2,380,"TA","TA","Y",0,40,0,0,0,0,NA,4,2006,130000
147,30,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,7,1931,1993,"Gable","CompShg","None",0,"TA","TA",715,"GasA","TA","Y","FuseA",875,0,0,875,1,0,1,0,2,1,"TA",5,0,1,180,"Fa","TA","Y",48,0,0,0,0,0,NA,11,2009,105000
148,60,"RL",NA,9505,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,2001,2001,"Gable","CompShg","BrkFace",180,"Gd","TA",884,"GasA","Ex","Y","SBrkr",884,1151,0,2035,0,0,2,1,3,1,"Gd",8,1,2,434,"TA","TA","Y",144,48,0,0,0,0,NA,5,2010,NA
149,20,"RL",63,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2004,2005,"Gable","CompShg","BrkFace",120,"TA","TA",1080,"GasA","Ex","Y","SBrkr",1080,0,0,1080,1,0,1,0,3,1,"Gd",6,0,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,4,2008,141000
150,50,"RM",NA,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,4,1936,1950,"Gable","CompShg","None",0,"TA","TA",896,"GasA","Gd","Y","FuseA",896,448,0,1344,0,0,1,0,3,1,"TA",7,0,1,240,"Fa","TA","Y",200,114,0,0,0,0,NA,4,2006,115000
151,20,"RL",120,10356,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,6,1975,1975,"Gable","CompShg","None",0,"TA","TA",969,"GasA","TA","Y","SBrkr",969,0,0,969,0,0,1,1,3,1,"TA",5,0,2,440,"TA","TA","Y",0,0,0,0,0,0,NA,1,2007,122000
152,20,"RL",107,13891,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2007,2008,"Hip","CompShg","Stone",436,"Gd","TA",1710,"GasA","Ex","Y","SBrkr",1710,0,0,1710,1,0,2,0,2,1,"Gd",6,1,3,866,"TA","TA","Y",0,102,0,0,0,0,NA,1,2008,NA
